shipment_id,origin,destination,distance,weather,traffic,Port_Congestion,Eta_Hours,Carrier_History,delay
395,Lucknow,Jaipur,760,Medium,,0.0,27.0,Poor,0
396,Mumbai,Mumbai,1204,High,High,0.0,11.0,Average,0
397,Delhi,Jaipur,1850,High,Medium,0.0,13.0,Average,0
398,Kolkata,Ahmedabad,1608,Medium,High,4.0,39.0,Poor,1
399,Jaipur,Kolkata,473,Low,Medium,4.0,42.0,Good,1
400,Ahmedabad,Pune,1075,Low,Medium,1.0,45.0,Poor,0
401,Hyderabad,Bangalore,809,High,,3.0,27.0,Good,1
402,Mumbai,Mumbai,1323,Low,Medium,1.0,46.0,Good,0
403,Pune,Hyderabad,1660,High,High,2.0,28.0,Average,1
404,Hyderabad,Delhi,565,High,Medium,0.0,56.0,Good,0
405,Kolkata,Hyderabad,1212,Medium,,0.0,37.0,Good,0
406,Pune,Ahmedabad,1391,Medium,High,0.0,49.0,Poor,0
407,Bangalore,Jaipur,1778,Medium,Medium,,29.0,Average,0
408,Lucknow,Delhi,1694,High,Low,1.0,,Good,0
409,Bangalore,Bangalore,588,Medium,Medium,0.0,42.0,Good,0
410,Hyderabad,Bangalore,1661,Low,High,1.0,21.0,Average,0
411,Kolkata,Mumbai,146,Low,Low,4.0,67.0,Poor,0
412,Jaipur,Ahmedabad,1411,High,Medium,,60.0,Average,1
413,Hyderabad,Kolkata,877,High,Medium,1.0,24.0,Average,0
414,Mumbai,Ahmedabad,1139,Medium,Medium,0.0,50.0,Good,0
415,Chennai,Jaipur,810,High,Low,1.0,48.0,Good,0
416,Hyderabad,Hyderabad,500,High,High,1.0,11.0,,1
417,Lucknow,Bangalore,1917,Low,Medium,1.0,38.0,Good,0
418,Lucknow,Hyderabad,1080,Low,Medium,2.0,50.0,Good,0
419,Hyderabad,Hyderabad,1209,Medium,Medium,4.0,19.0,,0
420,Pune,Hyderabad,349,High,Medium,3.0,11.0,Good,1
421,Chennai,Bangalore,490,High,Medium,3.0,60.0,Poor,0
422,Mumbai,Lucknow,1905,Low,High,2.0,20.0,Average,0
423,Hyderabad,Chennai,434,High,High,1.0,22.0,Poor,1
424,Pune,Jaipur,728,Low,,2.0,19.0,Average,0
425,Lucknow,Lucknow,1642,Medium,,2.0,23.0,Good,0
426,Lucknow,Jaipur,236,Low,High,0.0,27.0,Average,0
427,Kolkata,Delhi,982,High,Low,4.0,60.0,Average,1
428,Hyderabad,Ahmedabad,787,Medium,High,3.0,63.0,Good,1
429,Chennai,Ahmedabad,1963,Low,Medium,1.0,18.0,Good,0
430,Delhi,Pune,1621,,High,3.0,66.0,Poor,1
431,Chennai,Ahmedabad,926,,Medium,3.0,48.0,Poor,0
432,Lucknow,Bangalore,826,Medium,High,4.0,37.0,Good,1
433,Lucknow,Kolkata,1600,Low,Medium,3.0,12.0,Good,0
434,Bangalore,Mumbai,693,High,Medium,3.0,29.0,Good,1
435,Lucknow,Pune,1346,Low,Medium,2.0,15.0,Average,0
436,Mumbai,Mumbai,1089,Medium,,4.0,,Average,0
437,Ahmedabad,Jaipur,471,Low,Low,0.0,62.0,Average,0
438,Hyderabad,Mumbai,1034,Medium,,,11.0,Good,0
439,Chennai,Mumbai,1094,Medium,Low,3.0,38.0,Poor,0
440,Ahmedabad,Pune,501,High,Low,1.0,47.0,,0
441,Pune,Delhi,1566,Medium,Medium,,12.0,Average,0
442,Delhi,Hyderabad,1613,Medium,Low,1.0,25.0,Average,0
443,Mumbai,Ahmedabad,714,High,High,0.0,39.0,Good,0
444,Chennai,Ahmedabad,1396,Medium,Medium,2.0,49.0,Good,0
445,Ahmedabad,Bangalore,1649,High,Low,3.0,,Average,1
446,Delhi,Pune,1282,High,Medium,0.0,26.0,Average,0
447,Bangalore,Bangalore,1275,Medium,Medium,1.0,,Average,0
448,Mumbai,Kolkata,1094,Medium,Medium,3.0,71.0,Good,0
449,Mumbai,Kolkata,719,Low,Low,2.0,21.0,Average,0
450,Bangalore,Bangalore,287,High,High,3.0,44.0,Average,1
451,Hyderabad,Pune,1936,Low,High,0.0,52.0,Poor,0
452,Bangalore,Bangalore,1221,Medium,Low,2.0,10.0,Good,0
453,Mumbai,Ahmedabad,230,Low,Medium,,64.0,Poor,0
454,Mumbai,Lucknow,904,High,Low,2.0,54.0,Poor,0
455,Ahmedabad,Chennai,1294,Low,Low,2.0,24.0,Average,0
456,Lucknow,Mumbai,1035,High,Low,4.0,35.0,Good,1
457,Delhi,Chennai,1085,Medium,Medium,2.0,46.0,Average,0
458,Bangalore,Pune,282,Medium,Low,2.0,30.0,Good,0
459,Delhi,Chennai,1082,High,Medium,3.0,71.0,Poor,0
460,Bangalore,Kolkata,463,Medium,Low,1.0,58.0,Good,0
461,Pune,Jaipur,138,Medium,High,3.0,40.0,Average,0
462,Mumbai,Mumbai,1650,Medium,Low,,34.0,Average,0
463,Lucknow,Hyderabad,596,Medium,Low,0.0,32.0,Average,0
464,Ahmedabad,Pune,1639,High,High,3.0,33.0,Good,1
465,Lucknow,Mumbai,1472,Low,Medium,4.0,66.0,,0
466,Lucknow,Chennai,1081,Low,Medium,4.0,47.0,Poor,0
467,Lucknow,Kolkata,1020,Medium,Low,0.0,37.0,Good,0
468,Delhi,Delhi,1520,Low,High,1.0,30.0,Average,0
469,Bangalore,Lucknow,821,Low,Medium,1.0,63.0,Poor,0
470,Jaipur,Hyderabad,1284,Medium,Low,,52.0,Average,0
471,Pune,Lucknow,115,Medium,High,3.0,27.0,Good,0
472,Chennai,Mumbai,592,Low,Medium,3.0,45.0,Average,0
473,Lucknow,Kolkata,1549,High,Medium,1.0,44.0,Poor,0
474,Hyderabad,Kolkata,1231,Medium,High,2.0,54.0,Poor,0
475,Delhi,Chennai,993,High,High,4.0,64.0,Average,1
476,Ahmedabad,Ahmedabad,1573,,High,2.0,18.0,,0
477,Chennai,Chennai,410,Medium,High,2.0,62.0,,0
478,Jaipur,Ahmedabad,838,High,Low,1.0,47.0,Good,0
479,Hyderabad,Ahmedabad,1293,Medium,High,2.0,67.0,Average,0
480,Jaipur,Hyderabad,645,Low,Medium,0.0,,Poor,0
481,Chennai,Chennai,513,High,Medium,3.0,69.0,Good,1
482,Lucknow,Delhi,350,,Low,0.0,53.0,Good,0
483,Hyderabad,Bangalore,858,Low,Medium,4.0,43.0,Good,0
484,Jaipur,Bangalore,1904,Medium,Medium,3.0,41.0,Poor,0
485,Ahmedabad,Chennai,1264,High,High,2.0,12.0,Average,1
486,Bangalore,Chennai,1397,Low,Medium,,12.0,Poor,0
487,Mumbai,Lucknow,1539,Low,Low,3.0,37.0,Good,0
488,Bangalore,Hyderabad,1731,High,High,2.0,53.0,Average,1
489,Chennai,Chennai,1862,Low,High,0.0,24.0,Poor,1
490,Delhi,Lucknow,1162,Low,Low,3.0,50.0,Good,0
491,Mumbai,Ahmedabad,913,High,High,2.0,32.0,Good,1
492,Pune,Kolkata,128,High,High,0.0,49.0,Poor,1
493,Ahmedabad,Kolkata,1057,High,Low,4.0,20.0,Poor,0
494,Pune,Ahmedabad,576,,High,4.0,57.0,Poor,1
495,Hyderabad,Pune,417,Medium,Low,4.0,41.0,Good,0
496,Mumbai,Lucknow,344,High,Low,4.0,67.0,Poor,1
497,Pune,Lucknow,847,Medium,Medium,1.0,68.0,Good,0
498,Pune,Ahmedabad,796,Medium,Medium,3.0,66.0,Poor,0
499,Jaipur,Delhi,371,Medium,High,3.0,63.0,Good,0
500,Bangalore,Jaipur,1563,Low,High,1.0,45.0,Good,0
